scene,arm,rep,representative,iteration,elapsed_s,cost,cost_kind,event,csv_wall_s,csv_to_native_offset_s
final-4585,caspar32,1,True,156,11.189697621,11318637.0,native,accepted,,
final-4585,caspar32,1,True,157,11.252958886,11311559.0,native,accepted,,
final-4585,caspar32,1,True,158,11.316254831,11303926.0,native,accepted,,
final-4585,caspar32,1,True,159,11.379536906,11296878.0,native,accepted,,
final-4585,caspar32,1,True,160,11.442818872,11289307.0,native,accepted,,
final-4585,caspar32,1,True,161,11.506114167,11282358.0,native,accepted,,
final-4585,caspar32,1,True,162,11.569406112,11274829.0,native,accepted,,
final-4585,caspar32,1,True,163,11.632693697,11267974.0,native,accepted,,
final-4585,caspar32,1,True,164,11.695941002,11260523.0,native,accepted,,
final-4585,caspar32,1,True,165,11.759226387,11253719.0,native,accepted,,
final-4585,caspar32,1,True,166,11.822488232,11246345.0,native,accepted,,
final-4585,caspar32,1,True,167,11.885763098,11239639.0,native,accepted,,
final-4585,caspar32,1,True,168,11.949017062,11232335.0,native,accepted,,
final-4585,caspar32,1,True,168,12.011966188,11232475.817038765,independent_fp64,audited_endpoint,,
final-4585,caspar64,1,False,0,0.0,602872963.4893265,native,initial,,
final-4585,caspar64,1,False,1,0.260174734,93455633.55130348,native,accepted,,
final-4585,caspar64,1,False,2,0.785405186,93455633.55130348,native,rejected,,
final-4585,caspar64,1,False,3,1.186501708,62098988.63477027,native,accepted,,
final-4585,caspar64,1,False,4,1.401996888,31199250.22947498,native,accepted,,
final-4585,caspar64,1,False,5,1.782891059,21150475.35050657,native,accepted,,
final-4585,caspar64,1,False,6,2.308551581,15910050.622564552,native,accepted,,
final-4585,caspar64,1,False,7,2.834204643,14465423.036564548,native,accepted,,
final-4585,caspar64,1,False,8,3.358909754,14465423.036564548,native,rejected,,
final-4585,caspar64,1,False,9,3.884009656,14465423.036564548,native,rejected,,
final-4585,caspar64,1,False,10,4.347791503,13734352.83942646,native,accepted,,
final-4585,caspar64,1,False,11,4.831623952,13734352.83942646,native,rejected,,
final-4585,caspar64,1,False,12,5.130077567,13701953.65660783,native,accepted,,
final-4585,caspar64,1,False,13,5.365704758,13701953.65660783,native,rejected,,
final-4585,caspar64,1,False,14,5.560064066,13701953.65660783,native,rejected,,
final-4585,caspar64,1,False,15,5.734294713,13366825.135339778,native,accepted,,
final-4585,caspar64,1,False,16,5.928797081,13283613.334148237,native,accepted,,
final-4585,caspar64,1,False,17,6.123349879,13224139.31948933,native,accepted,,
final-4585,caspar64,1,False,18,6.318462667,13172731.571335012,native,accepted,,
final-4585,caspar64,1,False,19,6.513303135,13106784.600734916,native,accepted,,
final-4585,caspar64,1,False,20,6.708230023,13027878.048707306,native,accepted,,
final-4585,caspar64,1,False,21,6.88262961,12934496.720204735,native,accepted,,
final-4585,caspar64,1,False,22,7.077300168,12801574.100114927,native,accepted,,
final-4585,caspar64,1,False,23,7.272380397,12655380.840914337,native,accepted,,
final-4585,caspar64,1,False,24,7.467070635,12519627.568766268,native,accepted,,
final-4585,caspar64,1,False,25,7.662182553,12506069.580693798,native,accepted,,
final-4585,caspar64,1,False,26,7.83652458,12391959.068741621,native,accepted,,
final-4585,caspar64,1,False,27,8.010932087,12391480.243231086,native,accepted,,
final-4585,caspar64,1,False,28,8.185340703,12344891.51327729,native,accepted,,
final-4585,caspar64,1,False,29,8.338717618,12344891.51327729,native,rejected,,
final-4585,caspar64,1,False,30,8.491944583,12339324.31340717,native,accepted,,
final-4585,caspar64,1,False,31,8.645693549,12334607.174409978,native,accepted,,
final-4585,caspar64,1,False,32,8.799560054,12329433.626469968,native,accepted,,
final-4585,caspar64,1,False,33,8.952748889,12324019.236530581,native,accepted,,
final-4585,caspar64,1,False,34,9.105959584,12320813.881177848,native,accepted,,
final-4585,caspar64,1,False,35,9.25962063,12316458.846822683,native,accepted,,
final-4585,caspar64,1,False,36,9.413413945,12313697.45795894,native,accepted,,
final-4585,caspar64,1,False,37,9.56712303,12310695.588543087,native,accepted,,
final-4585,caspar64,1,False,38,9.720672576,12307898.804154467,native,accepted,,
final-4585,caspar64,1,False,39,9.874371761,12305466.070323138,native,accepted,,
final-4585,caspar64,1,False,40,10.027932836,12302908.645365229,native,accepted,,
final-4585,caspar64,1,False,41,10.181691901,12300712.312420074,native,accepted,,
final-4585,caspar64,1,False,42,10.335260467,12298394.75126774,native,accepted,,
final-4585,caspar64,1,False,43,10.489171412,12296344.727500658,native,accepted,,
final-4585,caspar64,1,False,44,10.642664157,12294195.124864139,native,accepted,,
final-4585,caspar64,1,False,45,10.796275222,12292251.910288248,native,accepted,,
final-4585,caspar64,1,False,46,10.949992028,12290224.138951492,native,accepted,,
final-4585,caspar64,1,False,47,11.103477263,12288362.659294631,native,accepted,,
final-4585,caspar64,1,False,48,11.257306688,12286427.699944979,native,accepted,,
final-4585,caspar64,1,False,49,11.411159884,12284631.248145059,native,accepted,,
final-4585,caspar64,1,False,50,11.564929869,12282769.900640266,native,accepted,,
final-4585,caspar64,1,False,51,11.718503824,12281026.867560387,native,accepted,,
final-4585,caspar64,1,False,52,11.871567149,12279225.825945873,native,accepted,,
final-4585,caspar64,1,False,52,12.024801074,12279225.825945906,independent_fp64,audited_endpoint,,
final-4585,caspar32,2,False,0,0.0,602871680.0,native,initial,,
final-4585,caspar32,2,False,1,0.106705419,93462696.0,native,accepted,,
final-4585,caspar32,2,False,2,0.281986767,93462696.0,native,rejected,,
final-4585,caspar32,2,False,3,0.39620691,62641276.0,native,accepted,,
final-4585,caspar32,2,False,4,0.500266508,31253914.0,native,accepted,,
final-4585,caspar32,2,False,5,0.645136778,21237614.0,native,accepted,,
final-4585,caspar32,2,False,6,0.881746079,15952891.0,native,accepted,,
final-4585,caspar32,2,False,7,1.118304351,14328384.0,native,accepted,,
final-4585,caspar32,2,False,8,1.354483092,14328384.0,native,rejected,,
final-4585,caspar32,2,False,9,1.590661543,14328384.0,native,rejected,,
final-4585,caspar32,2,False,10,1.735453524,13708998.0,native,accepted,,
final-4585,caspar32,2,False,11,1.829327265,13600194.0,native,accepted,,
final-4585,caspar32,2,False,12,1.923203678,13382247.0,native,accepted,,
final-4585,caspar32,2,False,13,2.026948335,13382247.0,native,rejected,,
final-4585,caspar32,2,False,14,2.120846627,13205025.0,native,accepted,,
final-4585,caspar32,2,False,15,2.194285448,13082183.0,native,accepted,,
final-4585,caspar32,2,False,16,2.267749099,12992669.0,native,accepted,,
final-4585,caspar32,2,False,17,2.361281951,12992669.0,native,rejected,,
final-4585,caspar32,2,False,18,2.444934677,12970797.0,native,accepted,,
final-4585,caspar32,2,False,19,2.508188832,12938885.0,native,accepted,,
final-4585,caspar32,2,False,20,2.571478607,12906841.0,native,accepted,,
final-4585,caspar32,2,False,21,2.634759063,12888570.0,native,accepted,,
final-4585,caspar32,2,False,22,2.698064388,12866799.0,native,accepted,,
final-4585,caspar32,2,False,23,2.761319833,12846899.0,native,accepted,,
final-4585,caspar32,2,False,24,2.824586498,12822294.0,native,accepted,,
final-4585,caspar32,2,False,25,2.887894073,12801195.0,native,accepted,,
final-4585,caspar32,2,False,26,2.951186988,12781068.0,native,accepted,,
final-4585,caspar32,2,False,27,3.014449753,12762005.0,native,accepted,,
final-4585,caspar32,2,False,28,3.077716429,12740547.0,native,accepted,,
final-4585,caspar32,2,False,29,3.140994804,12721783.0,native,accepted,,
final-4585,caspar32,2,False,30,3.204258439,12702364.0,native,accepted,,
final-4585,caspar32,2,False,31,3.267532224,12684462.0,native,accepted,,
final-4585,caspar32,2,False,32,3.330815339,12665102.0,native,accepted,,
final-4585,caspar32,2,False,33,3.394097814,12647729.0,native,accepted,,
final-4585,caspar32,2,False,34,3.457393989,12629263.0,native,accepted,,
final-4585,caspar32,2,False,35,3.520693864,12612458.0,native,accepted,,
final-4585,caspar32,2,False,36,3.583980699,12594522.0,native,accepted,,
final-4585,caspar32,2,False,37,3.647285865,12578189.0,native,accepted,,
final-4585,caspar32,2,False,38,3.71057346,12560757.0,native,accepted,,
final-4585,caspar32,2,False,39,3.773833165,12544922.0,native,accepted,,
final-4585,caspar32,2,False,40,3.83708993,12527985.0,native,accepted,,
final-4585,caspar32,2,False,41,3.900356215,12512547.0,native,accepted,,
final-4585,caspar32,2,False,42,3.96364225,12496085.0,native,accepted,,
final-4585,caspar32,2,False,43,4.026939625,12481030.0,native,accepted,,
final-4585,caspar32,2,False,44,4.09020274,12464981.0,native,accepted,,
final-4585,caspar32,2,False,45,4.153443815,12450327.0,native,accepted,,
final-4585,caspar32,2,False,46,4.216745721,12434653.0,native,accepted,,
final-4585,caspar32,2,False,47,4.280074266,12420306.0,native,accepted,,
final-4585,caspar32,2,False,48,4.343544921,12405062.0,native,accepted,,
final-4585,caspar32,2,False,49,4.406844856,12391033.0,native,accepted,,
final-4585,caspar32,2,False,50,4.470157511,12376061.0,native,accepted,,
final-4585,caspar32,2,False,51,4.533454917,12362379.0,native,accepted,,
final-4585,caspar32,2,False,52,4.596706882,12347782.0,native,accepted,,
final-4585,caspar32,2,False,53,4.660014187,12334371.0,native,accepted,,
final-4585,caspar32,2,False,54,4.723307892,12320029.0,native,accepted,,
final-4585,caspar32,2,False,55,4.786613487,12306876.0,native,accepted,,
final-4585,caspar32,2,False,56,4.849876742,12292833.0,native,accepted,,
final-4585,caspar32,2,False,57,4.913122197,12279967.0,native,accepted,,
final-4585,caspar32,2,False,58,4.976409412,12266191.0,native,accepted,,
final-4585,caspar32,2,False,59,5.039685647,12253564.0,native,accepted,,
final-4585,caspar32,2,False,60,5.102947393,12240047.0,native,accepted,,
final-4585,caspar32,2,False,61,5.166236788,12227627.0,native,accepted,,
final-4585,caspar32,2,False,62,5.229519703,12214345.0,native,accepted,,
final-4585,caspar32,2,False,63,5.292820658,12202164.0,native,accepted,,
final-4585,caspar32,2,False,64,5.356111213,12189120.0,native,accepted,,
final-4585,caspar32,2,False,65,5.419366448,12177160.0,native,accepted,,
final-4585,caspar32,2,False,66,5.482642423,12164321.0,native,accepted,,
final-4585,caspar32,2,False,67,5.545917639,12152589.0,native,accepted,,
final-4585,caspar32,2,False,68,5.609281644,12139969.0,native,accepted,,
final-4585,caspar32,2,False,69,5.672567149,12128357.0,native,accepted,,
final-4585,caspar32,2,False,70,5.735849644,12116008.0,native,accepted,,
final-4585,caspar32,2,False,71,5.799119219,12104581.0,native,accepted,,
final-4585,caspar32,2,False,72,5.862444394,12092394.0,native,accepted,,
final-4585,caspar32,2,False,73,5.925736089,12081159.0,native,accepted,,
final-4585,caspar32,2,False,74,5.989000774,12069124.0,native,accepted,,
final-4585,caspar32,2,False,75,6.05226803,12058080.0,native,accepted,,
final-4585,caspar32,2,False,76,6.115573325,12046188.0,native,accepted,,
final-4585,caspar32,2,False,77,6.17884314,12035306.0,native,accepted,,
final-4585,caspar32,2,False,78,6.242131115,12023651.0,native,accepted,,
final-4585,caspar32,2,False,79,6.30542885,12012924.0,native,accepted,,
final-4585,caspar32,2,False,80,6.368717875,12001424.0,native,accepted,,
final-4585,caspar32,2,False,81,6.43201257,11990822.0,native,accepted,,
final-4585,caspar32,2,False,82,6.495301135,11979471.0,native,accepted,,
final-4585,caspar32,2,False,83,6.55858667,11969027.0,native,accepted,,
final-4585,caspar32,2,False,84,6.621869296,11957824.0,native,accepted,,
final-4585,caspar32,2,False,85,6.685113881,11947513.0,native,accepted,,
final-4585,caspar32,2,False,86,6.748425706,11936441.0,native,accepted,,
final-4585,caspar32,2,False,87,6.811690531,11926284.0,native,accepted,,
final-4585,caspar32,2,False,88,6.875007206,11915378.0,native,accepted,,
final-4585,caspar32,2,False,89,6.938295301,11905340.0,native,accepted,,
final-4585,caspar32,2,False,90,7.001585316,11894526.0,native,accepted,,
final-4585,caspar32,2,False,91,7.064874262,11884663.0,native,accepted,,
final-4585,caspar32,2,False,92,7.128194727,11874000.0,native,accepted,,
final-4585,caspar32,2,False,93,7.191483552,11864191.0,native,accepted,,
final-4585,caspar32,2,False,94,7.254775037,11853672.0,native,accepted,,
final-4585,caspar32,2,False,95,7.318091592,11844031.0,native,accepted,,
final-4585,caspar32,2,False,96,7.381594547,11833631.0,native,accepted,,
final-4585,caspar32,2,False,97,7.444893173,11824042.0,native,accepted,,
final-4585,caspar32,2,False,98,7.508178508,11813781.0,native,accepted,,
final-4585,caspar32,2,False,99,7.571461473,11804323.0,native,accepted,,
final-4585,caspar32,2,False,100,7.634744728,11794182.0,native,accepted,,
final-4585,caspar32,2,False,101,7.698037443,11784834.0,native,accepted,,
final-4585,caspar32,2,False,102,7.761355478,11774794.0,native,accepted,,
final-4585,caspar32,2,False,103,7.824629223,11765558.0,native,accepted,,
final-4585,caspar32,2,False,104,7.887882688,11755640.0,native,accepted,,
final-4585,caspar32,2,False,105,7.951153394,11746474.0,native,accepted,,
final-4585,caspar32,2,False,106,8.014437339,11736616.0,native,accepted,,
final-4585,caspar32,2,False,107,8.077705784,11727636.0,native,accepted,,
final-4585,caspar32,2,False,108,8.140998639,11717872.0,native,accepted,,
final-4585,caspar32,2,False,109,8.204270714,11708954.0,native,accepted,,
final-4585,caspar32,2,False,110,8.267531289,11699343.0,native,accepted,,
final-4585,caspar32,2,False,111,8.331071074,11690452.0,native,accepted,,
final-4585,caspar32,2,False,112,8.394354109,11680949.0,native,accepted,,
final-4585,caspar32,2,False,113,8.457618245,11672198.0,native,accepted,,
final-4585,caspar32,2,False,114,8.52089542,11662753.0,native,accepted,,
final-4585,caspar32,2,False,115,8.584169725,11654091.0,native,accepted,,
final-4585,caspar32,2,False,116,8.64745087,11644747.0,native,accepted,,
final-4585,caspar32,2,False,117,8.710725405,11636179.0,native,accepted,,
final-4585,caspar32,2,False,118,8.77397266,11626941.0,native,accepted,,
final-4585,caspar32,2,False,119,8.837253046,11618451.0,native,accepted,,
final-4585,caspar32,2,False,120,8.900555151,11609277.0,native,accepted,,
final-4585,caspar32,2,False,121,8.963832256,11600857.0,native,accepted,,
final-4585,caspar32,2,False,122,9.027118611,11591811.0,native,accepted,,
final-4585,caspar32,2,False,123,9.090404996,11583482.0,native,accepted,,
final-4585,caspar32,2,False,124,9.153660461,11574512.0,native,accepted,,
final-4585,caspar32,2,False,125,9.216941676,11566233.0,native,accepted,,
final-4585,caspar32,2,False,126,9.280239771,11557341.0,native,accepted,,
final-4585,caspar32,2,False,127,9.343507106,11549195.0,native,accepted,,
final-4585,caspar32,2,False,128,9.406800622,11540385.0,native,accepted,,
final-4585,caspar32,2,False,129,9.470054397,11532285.0,native,accepted,,
final-4585,caspar32,2,False,130,9.533334942,11523587.0,native,accepted,,
final-4585,caspar32,2,False,131,9.596629987,11515532.0,native,accepted,,
final-4585,caspar32,2,False,132,9.659909602,11506919.0,native,accepted,,
final-4585,caspar32,2,False,133,9.723189107,11498952.0,native,accepted,,
final-4585,caspar32,2,False,134,9.786484152,11490374.0,native,accepted,,
final-4585,caspar32,2,False,135,9.849777847,11482517.0,native,accepted,,
final-4585,caspar32,2,False,136,9.913078132,11474041.0,native,accepted,,
final-4585,caspar32,2,False,137,9.976363458,11466227.0,native,accepted,,
final-4585,caspar32,2,False,138,10.039652933,11457822.0,native,accepted,,
final-4585,caspar32,2,False,139,10.102936508,11450107.0,native,accepted,,
final-4585,caspar32,2,False,140,10.166224773,11441767.0,native,accepted,,
final-4585,caspar32,2,False,141,10.229530938,11434098.0,native,accepted,,
final-4585,caspar32,2,False,142,10.292793713,11425848.0,native,accepted,,
final-4585,caspar32,2,False,143,10.356234329,11418287.0,native,accepted,,
final-4585,caspar32,2,False,144,10.419510684,11410120.0,native,accepted,,
final-4585,caspar32,2,False,145,10.482754609,11402589.0,native,accepted,,
final-4585,caspar32,2,False,146,10.546078894,11394490.0,native,accepted,,
