panel,arm,rep,seconds,cost,target
"disconnected bridges, seed100",fixed,1,0.13091408601030707,9.053944371339938,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.13405199814587831,9.053944371339938,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.1372376400977373,9.053944371339938,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.140351430978626,9.053944371339938,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.1434919130988419,9.053944371339938,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.14660864416509867,9.053944371339938,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.14974296605214477,9.053944371339938,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.15289686806499958,9.053944371339938,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.15601155906915665,9.053944371339938,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.1591589110903442,9.053944371339938,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.16229317197576165,9.053944371339938,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.16540933400392532,9.053944371339938,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.1685289847664535,9.053944371339938,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.1716684871353209,9.053944371339938,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.17480519879609346,9.053944371339938,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.1779688000679016,9.053944371339938,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.18113969173282385,9.053944371339938,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.18425991293042898,9.053944371339938,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.1873925649560988,9.053944371339938,15.170246702731902
"disconnected bridges, seed100",fixed,1,0.190595637075603,9.053944371339938,15.170246702731902
"disconnected bridges, seed100",fixed,2,0.003192431293427944,13.018062405996465,15.170246702731902
"disconnected bridges, seed100",fixed,2,0.006784792989492416,9.793675507912655,15.170246702731902
"disconnected bridges, seed100",fixed,2,0.00997578538954258,9.336907902857053,15.170246702731902
"disconnected bridges, seed100",fixed,2,0.013097065966576338,9.160051446175853,15.170246702731902
"disconnected bridges, seed100",fixed,2,0.0162503682076931,9.103363060536296,15.170246702731902
"disconnected bridges, seed100",fixed,2,0.01941433921456337,9.085645490028535,15.170246702731902
"disconnected bridges, seed100",fixed,2,0.02264037122949958,9.080194281411941,15.170246702731902
"disconnected bridges, seed100",fixed,2,0.025771502405405045,9.078065600241448,15.170246702731902
"disconnected bridges, seed100",fixed,2,0.02890067407861352,9.075481825123637,15.170246702731902
"disconnected bridges, seed100",fixed,2,0.03204265609383583,9.071434467968277,15.170246702731902
"disconnected bridges, seed100",fixed,2,0.03523047734051943,9.066010781003339,15.170246702731902
"disconnected bridges, seed100",fixed,2,0.0383989792317152,9.06037921191868,15.170246702731902
"disconnected bridges, seed100",fixed,2,0.041555171366780996,9.056263515454521,15.170246702731902
"disconnected bridges, seed100",fixed,2,0.04470914229750633,9.054411814762087,15.170246702731902
"disconnected bridges, seed100",fixed,2,0.0478855543769896,9.053985857554004,15.170246702731902
"disconnected bridges, seed100",fixed,2,0.051085245329886675,9.053945763988828,15.170246702731902
"disconnected bridges, seed100",fixed,2,0.05424034735187888,9.053944390372758,15.170246702731902
"disconnected bridges, seed100",fixed,2,0.057397579308599234,9.053944371480814,15.170246702731902
"disconnected bridges, seed100",fixed,2,0.06058557005599141,9.053944371341078,15.170246702731902
"disconnected bridges, seed100",fixed,2,0.06375792203471065,9.053944371340172,15.170246702731902
"disconnected bridges, seed100",fixed,2,0.06690177414566278,9.053944371340172,15.170246702731902
"disconnected bridges, seed100",fixed,2,0.07008532527834177,9.053944371340172,15.170246702731902
"disconnected bridges, seed100",fixed,2,0.07328163739293814,9.053944371340144,15.170246702731902
"disconnected bridges, seed100",fixed,2,0.0764270881190896,9.05394437134014,15.170246702731902
"disconnected bridges, seed100",fixed,2,0.07956699002534151,9.05394437134014,15.170246702731902
"disconnected bridges, seed100",fixed,2,0.08271975116804242,9.053944371340117,15.170246702731902
"disconnected bridges, seed100",fixed,2,0.08585504302754998,9.053944371340117,15.170246702731902
